,p1,p2,p3,p4,p5,p6,p7,p8,px1,px2,px3,px4,px5,px6,px7,px8,x1,Run,time,H,W,L
0,1.0167362029631122,1.0167362029631122,1.0167362029631122,1.0167362029631122,1.0167362029631122,1.0167362029631122,1.003645738704925,4.692965507149655,50.8,177.79999999999998,203.2,228.6,254.0,279.4,304.79999999999995,533.4,418.1243968096084,R1,0.0,25.4,1,1
1,1.0076153199568658,1.0076153199568658,1.0076153199568658,1.0076153199568658,1.0076153199568658,1.0076153199568658,0.9945883611175991,4.679971542876262,50.8,177.79999999999998,203.2,228.6,254.0,279.4,304.79999999999995,533.4,418.4753599914325,R1,0.01,25.4,1,1
2,0.9928317796964619,0.9928317796964619,0.9928317796964619,0.9928317796964619,0.9928317796964619,0.9928317796964619,0.9798879261485816,4.662068086135122,50.8,177.79999999999998,203.2,228.6,254.0,279.4,304.79999999999995,533.4,418.7643681873021,R1,0.02,25.4,1,1
3,1.0153161080663746,1.0153161080663746,1.0153161080663746,1.0153161080663746,1.0153161080663746,1.0153161080663746,1.0024672827422756,4.682170285921227,50.8,177.79999999999998,203.2,228.6,254.0,279.4,304.79999999999995,533.4,418.99091262368734,R1,0.03,25.4,1,1
4,1.0209456408302682,1.0209456408302682,1.0209456408302682,1.0209456408302682,1.0209456408302682,1.0209456408302682,1.0081681801931712,4.686063195150993,50.8,177.79999999999998,203.2,228.6,254.0,279.4,304.79999999999995,533.4,419.15451509096584,R1,0.04,25.4,1,1
5,1.0105060220967739,1.0105060220967739,1.0105060220967739,1.0105060220967739,1.0105060220967739,1.0105060220967739,0.9977702800985582,4.674544394360099,50.8,177.79999999999998,203.2,228.6,254.0,279.4,304.79999999999995,533.4,419.25472835295943,R1,0.05,25.4,1,1
6,1.0074800113590416,1.0074800113590416,1.0074800113590416,1.0074800113590416,1.0074800113590416,1.0074800113590416,0.9947590232107271,4.671124461941333,50.8,177.79999999999998,203.2,228.6,254.0,279.4,304.79999999999995,533.4,419.2911365412323,R1,0.06,25.4,1,1
7,1.00998141887774,1.00998141887774,1.00998141887774,1.00998141887774,1.00998141887774,1.00998141887774,0.9972491918403604,4.673926513522905,50.8,177.79999999999998,203.2,228.6,254.0,279.4,304.79999999999995,533.4,419.2633555338757,R1,0.07,25.4,1,1
8,1.0100229836263621,1.0100229836263621,1.0100229836263621,1.0100229836263621,1.0100229836263621,1.0100229836263621,0.9972525145144479,4.674963322098635,50.8,177.79999999999998,203.2,228.6,254.0,279.4,304.79999999999995,533.4,419.1710333185099,R1,0.08,25.4,1,1
9,1.016997786746386,1.016997786746386,1.016997786746386,1.016997786746386,1.016997786746386,1.016997786746386,1.00415908891105,4.68361026622062,50.8,177.79999999999998,203.2,228.6,254.0,279.4,304.79999999999995,533.4,419.0138503392407,R1,0.09,25.4,1,1
10,1.0143303153649765,1.0143303153649765,1.0143303153649765,1.0143303153649765,1.0143303153649765,1.0143303153649765,1.0013969765255055,4.683280121774404,50.8,177.79999999999998,203.2,228.6,254.0,279.4,304.79999999999995,533.4,418.7915198273189,R1,0.1,25.4,1,1
11,1.0195720755518318,1.0195720755518318,1.0195720755518318,1.0195720755518318,1.0195720755518318,1.0195720755518318,1.00655080339408,4.691614817637779,50.8,177.79999999999998,203.2,228.6,254.0,279.4,304.79999999999995,533.4,418.5037881152569,R1,0.11,25.4,1,1
12,0.9988897731254293,0.9988897731254293,0.9988897731254293,0.9988897731254293,0.9988897731254293,0.9988897731254293,0.9858051933918198,4.67483655116156,50.8,177.79999999999998,203.2,228.6,254.0,279.4,304.79999999999995,533.4,418.1504349341654,R1,0.12,25.4,1,1
13,1.0133495938771984,1.0133495938771984,1.0133495938771984,1.0133495938771984,1.0133495938771984,1.0133495938771984,1.000118439331044,4.693686639118658,50.8,177.79999999999998,203.2,228.6,254.0,279.4,304.79999999999995,533.4,417.731273694083,R1,0.13,25.4,1,1
14,1.0108670898568388,1.0108670898568388,1.0108670898568388,1.0108670898568388,1.0108670898568388,1.0108670898568388,0.9974267598258135,4.696297542980188,50.8,177.79999999999998,203.2,228.6,254.0,279.4,304.79999999999995,533.4,417.24615174707765,R1,0.14,25.4,1,1
15,1.0320570240987168,1.0320570240987168,1.0320570240987168,1.0320570240987168,1.0320570240987168,1.0320570240987168,1.0184765049714823,4.7232649199610615,50.8,177.79999999999998,203.2,228.6,254.0,279.4,304.79999999999995,533.4,416.6949506329105,R1,0.15,25.4,1,1
16,1.0277908940559137,1.0277908940559137,1.0277908940559137,1.0277908940559137,1.0277908940559137,1.0277908940559137,1.0140984113477847,4.7253999084020375,50.8,177.79999999999998,203.2,228.6,254.0,279.4,304.79999999999995,533.4,416.0775863070593,R1,0.16,25.4,1,1
17,1.012512012893699,1.012512012893699,1.012512012893699,1.012512012893699,1.012512012893699,1.012512012893699,0.9985718552177175,4.717321793441644,50.8,177.79999999999998,203.2,228.6,254.0,279.4,304.79999999999995,533.4,415.39400935090856,R1,0.17,25.4,1,1
18,1.026024124325436,1.026024124325436,1.026024124325436,1.026024124325436,1.026024124325436,1.026024124325436,1.0119478684412695,4.738456997556857,50.8,177.79999999999998,203.2,228.6,254.0,279.4,304.79999999999995,533.4,414.64420516392386,R1,0.18,25.4,1,1
19,1.0231022134820202,1.0231022134820202,1.0231022134820202,1.0231022134820202,1.0231022134820202,1.0231022134820202,1.008864267271008,4.743853396515763,50.8,177.79999999999998,203.2,228.6,254.0,279.4,304.79999999999995,533.4,413.82819413763457,R1,0.19,25.4,1,1
20,1.0183978017995219,1.0183978017995219,1.0183978017995219,1.0183978017995219,1.0183978017995219,1.0183978017995219,1.0039860052519591,4.74813285404933,50.8,177.79999999999998,203.2,228.6,254.0,279.4,304.79999999999995,533.4,412.9460318112609,R1,0.2,25.4,1,1
21,1.0261030259511161,1.0261030259511161,1.0261030259511161,1.0261030259511161,1.0261030259511161,1.0261030259511161,1.0115045630596853,4.7652250229347795,50.8,177.79999999999998,203.2,228.6,254.0,279.4,304.79999999999995,533.4,411.99780900883025,R1,0.21,25.4,1,1
22,1.0029585985308649,1.0029585985308649,1.0029585985308649,1.0029585985308649,1.0029585985308649,1.0029585985308649,0.9881604985119541,4.751924493239505,50.8,177.79999999999998,203.2,228.6,254.0,279.4,304.79999999999995,533.4,410.9836519576365,R1,0.22,25.4,1,1
